Channel              :		CH1
Frequency            :		1.000KHz
Period               :		1.000ms
PK-PK                :		10.13V
Average              :		-352.4mV
Vertical pos         :		0.000000mV
Probe attenuation    :		1X
Voltage per ADC value:		5.000000mV
Time interval        :		0.40000uS

index		CH1_Voltage(mV)
411		-905.000000
412		-930.000000
413		-925.000000
414		-940.000000
415		-965.000000
416		-970.000000
417		-985.000000
418		-985.000000
419		-1010.000000
420		-1010.000000
421		-1025.000000
422		-1030.000000
423		-1055.000000
424		-1045.000000
425		-1045.000000
426		-1085.000000
427		-1065.000000
428		-1095.000000
429		-1100.000000
430		-1100.000000
431		-1105.000000
432		-1090.000000
433		-1120.000000
434		-1115.000000
435		-1100.000000
436		-1115.000000
437		-1115.000000
438		-1105.000000
439		-1145.000000
440		-1125.000000
441		-1135.000000
442		-1125.000000
443		-1120.000000
444		-1115.000000
445		-1130.000000
446		-1135.000000
447		-1110.000000
448		-1130.000000
449		-1120.000000
450		-1105.000000
451		-1120.000000
452		-1130.000000
453		-1125.000000
454		-1110.000000
455		-1115.000000
456		-1075.000000
457		-1095.000000
458		-1095.000000
459		-1075.000000
460		-1045.000000
461		-1045.000000
462		-1050.000000
463		-1030.000000
464		-1005.000000
465		-1005.000000
466		-1010.000000
467		-990.000000
468		-990.000000
469		-960.000000
470		-960.000000
471		-945.000000
472		-955.000000
473		-930.000000
474		-915.000000
475		-900.000000
476		-900.000000
477		-875.000000
478		-870.000000
479		-865.000000
480		-855.000000
481		-840.000000
482		-830.000000
483		-810.000000
484		-790.000000
485		-775.000000
486		-770.000000
487		-750.000000
488		-740.000000
489		-720.000000
490		-705.000000
491		-690.000000
492		-680.000000
493		-685.000000
494		-640.000000
495		-640.000000
496		-620.000000
497		-615.000000
498		-605.000000
499		-585.000000
500		-565.000000
501		-560.000000
502		-560.000000
503		-540.000000
504		-525.000000
505		-495.000000
506		-480.000000
507		-475.000000
508		-480.000000
509		-460.000000
510		-460.000000
511		-415.000000
512		-430.000000
513		-405.000000
514		-405.000000
515		-385.000000
516		-390.000000
517		-380.000000
518		-360.000000
519		-365.000000
520		-340.000000
521		-335.000000
522		-305.000000
523		-320.000000
524		-310.000000
525		-315.000000
526		-300.000000
527		-300.000000
528		-290.000000
529		-275.000000
530		-285.000000
531		-275.000000
532		-270.000000
533		-265.000000
534		-255.000000
535		-270.000000
536		-265.000000
537		-260.000000
538		-250.000000
539		-230.000000
540		-230.000000
541		-235.000000
542		-250.000000
543		-250.000000
544		-250.000000
545		-250.000000
546		-250.000000
547		-250.000000
548		-260.000000
549		-270.000000
550		-255.000000
551		-250.000000
552		-265.000000
553		-260.000000
554		-260.000000
555		-265.000000
556		-290.000000
557		-300.000000
558		-280.000000
559		-300.000000
560		-300.000000
561		-290.000000
562		-320.000000
563		-290.000000
564		-320.000000
565		-320.000000
566		-345.000000
567		-345.000000
568		-375.000000
569		-385.000000
570		-375.000000
571		-395.000000
572		-385.000000
573		-420.000000
574		-425.000000
575		-425.000000
576		-445.000000
577		-445.000000
578		-455.000000
579		-475.000000
580		-480.000000
581		-520.000000
582		-490.000000
583		-525.000000
584		-530.000000
585		-545.000000
586		-555.000000
587		-570.000000
588		-570.000000
589		-580.000000
590		-595.000000
591		-610.000000
592		-630.000000
593		-625.000000
594		-645.000000
595		-675.000000
596		-680.000000
597		-685.000000
598		-695.000000
599		-715.000000
600		-720.000000
601		-740.000000
602		-745.000000
603		-755.000000
604		-765.000000
605		-785.000000
606		-800.000000
607		-790.000000
608		-815.000000
609		-805.000000
610		-820.000000
611		-830.000000
612		-840.000000
613		-860.000000
614		-855.000000
615		-870.000000
616		-880.000000
617		-900.000000
618		-900.000000
619		-900.000000
620		-915.000000
621		-935.000000
622		-940.000000
623		-935.000000
624		-950.000000
625		-960.000000
626		-965.000000
627		-960.000000
628		-960.000000
629		-970.000000
630		-970.000000
631		-975.000000
632		-995.000000
633		-980.000000
634		-995.000000
635		-990.000000
636		-1000.000000
637		-1000.000000
638		-980.000000
639		-995.000000
640		-995.000000
641		-1015.000000
642		-1005.000000
643		-995.000000
644		-995.000000
645		-995.000000
646		-990.000000
647		-975.000000
648		-1000.000000
649		-990.000000
650		-990.000000
651		-1000.000000
652		-1005.000000
653		-990.000000
654		-970.000000
655		-970.000000
656		-975.000000
657		-955.000000
658		-955.000000
659		-950.000000
660		-950.000000
661		-955.000000
662		-940.000000
663		-945.000000
664		-925.000000
665		-915.000000
666		-910.000000
667		-895.000000
668		-900.000000
669		-885.000000
670		-885.000000
671		-900.000000
672		-845.000000
673		-855.000000
674		-825.000000
675		-815.000000
676		-820.000000
677		-810.000000
678		-815.000000
679		-795.000000
680		-785.000000
681		-780.000000
682		-760.000000
683		-750.000000
684		-745.000000
685		-750.000000
686		-725.000000
687		-715.000000
688		-710.000000
689		-705.000000
690		-680.000000
691		-680.000000
692		-670.000000
693		-675.000000
694		-650.000000
695		-635.000000
696		-620.000000
697		-625.000000
698		-620.000000
699		-605.000000
700		-595.000000
701		-595.000000
702		-540.000000
703		-565.000000
704		-545.000000
705		-535.000000
706		-515.000000
707		-515.000000
708		-500.000000
709		-515.000000
710		-490.000000
711		-485.000000
712		-490.000000
713		-465.000000
714		-470.000000
715		-455.000000
716		-435.000000
717		-430.000000
718		-440.000000
719		-420.000000
720		-415.000000
721		-395.000000
722		-395.000000
723		-405.000000
724		-380.000000
725		-375.000000
726		-390.000000
727		-365.000000
728		-375.000000
729		-380.000000
730		-370.000000
731		-350.000000
732		-365.000000
733		-335.000000
734		-355.000000
735		-335.000000
736		-340.000000
737		-355.000000
738		-335.000000
739		-350.000000
740		-365.000000
741		-345.000000
742		-350.000000
743		-330.000000
744		-330.000000
745		-355.000000
746		-340.000000
747		-350.000000
748		-335.000000
749		-350.000000
750		-345.000000
751		-350.000000
752		-365.000000
753		-360.000000
754		-360.000000
755		-385.000000
756		-365.000000
757		-365.000000
758		-375.000000
759		-405.000000
760		-400.000000
761		-400.000000
762		-410.000000
763		-425.000000
764		-420.000000
765		-425.000000
766		-435.000000
767		-440.000000
768		-450.000000
769		-455.000000
770		-440.000000
771		-460.000000
772		-480.000000
773		-470.000000
774		-475.000000
775		-500.000000
776		-500.000000
777		-505.000000
778		-525.000000
779		-515.000000
780		-540.000000
781		-545.000000
782		-560.000000
783		-560.000000
784		-585.000000
785		-595.000000
786		-600.000000
787		-615.000000
788		-615.000000
789		-620.000000
790		-630.000000
791		-645.000000
792		-650.000000
793		-670.000000
794		-665.000000
795		-675.000000
796		-700.000000
797		-695.000000
798		-695.000000
799		-715.000000
800		-725.000000
801		-720.000000
802		-730.000000
803		-755.000000
804		-750.000000
805		-760.000000
806		-790.000000
807		-790.000000
808		-795.000000
809		-810.000000
810		-800.000000
811		-805.000000
812		-820.000000
813		-830.000000
814		-850.000000
815		-830.000000
816		-845.000000
817		-845.000000
818		-855.000000
819		-875.000000
820		-865.000000
821		-865.000000
822		-865.000000
823		-890.000000
824		-890.000000
825		-885.000000
826		-900.000000
827		-900.000000
828		-910.000000
829		-920.000000
830		-910.000000
831		-920.000000
832		-910.000000
833		-935.000000
834		-935.000000
835		-930.000000
836		-935.000000
837		-920.000000
838		-940.000000
839		-935.000000
840		-920.000000
841		-935.000000
842		-925.000000
843		-925.000000
844		-925.000000
845		-930.000000
846		-920.000000
847		-930.000000
848		-920.000000
849		-925.000000
850		-910.000000
851		-925.000000
852		-905.000000
853		-890.000000
854		-910.000000
855		-920.000000
856		-925.000000
857		-885.000000
858		-885.000000
859		-880.000000
860		-885.000000
861		-870.000000
862		-875.000000
863		-860.000000
864		-870.000000
865		-850.000000
866		-850.000000
867		-840.000000
868		-835.000000
869		-835.000000
870		-840.000000
871		-810.000000
872		-815.000000
873		-805.000000
874		-785.000000
875		-790.000000
876		-780.000000
877		-775.000000
878		-770.000000
879		-750.000000
880		-750.000000
881		-735.000000
882		-725.000000
883		-710.000000
884		-705.000000
885		-725.000000
886		-700.000000
887		-680.000000
888		-670.000000
889		-665.000000
890		-660.000000
891		-660.000000
892		-665.000000
893		-640.000000
894		-615.000000
895		-610.000000
896		-620.000000
897		-610.000000
898		-600.000000
899		-590.000000
900		-590.000000
901		-570.000000
902		-560.000000
903		-550.000000
904		-565.000000
905		-545.000000
906		-535.000000
907		-525.000000
908		-535.000000
909		-505.000000
910		-505.000000
911		-495.000000
912		-505.000000
913		-485.000000
914		-485.000000
915		-485.000000
916		-485.000000
917		-475.000000
918		-460.000000
919		-460.000000
920		-465.000000
921		-465.000000
922		-450.000000
923		-430.000000
924		-445.000000
925		-425.000000
926		-445.000000
927		-420.000000
928		-420.000000
929		-400.000000
930		-405.000000
931		-400.000000
932		-410.000000
933		-410.000000
934		-405.000000
935		-385.000000
936		-405.000000
937		-410.000000
938		-400.000000
939		-395.000000
940		-400.000000
941		-390.000000
942		-400.000000
943		-405.000000
944		-380.000000
945		-395.000000
946		-395.000000
947		-415.000000
948		-410.000000
949		-400.000000
950		-405.000000
951		-410.000000
952		-415.000000
953		-410.000000
954		-435.000000
955		-430.000000
956		-435.000000
957		-435.000000
958		-430.000000
959		-440.000000
960		-440.000000
961		-455.000000
962		-470.000000
963		-475.000000
964		-480.000000
965		-470.000000
966		-475.000000
967		-470.000000
968		-500.000000
969		-495.000000
970		-505.000000
971		-505.000000
972		-515.000000
973		-515.000000
974		-515.000000
975		-535.000000
976		-525.000000
977		-540.000000
978		-565.000000
979		-550.000000
980		-560.000000
981		-585.000000
982		-580.000000
983		-605.000000
984		-580.000000
985		-600.000000
986		-605.000000
987		-610.000000
988		-640.000000
989		-615.000000
990		-635.000000
991		-650.000000
992		-660.000000
993		-670.000000
994		-675.000000
995		-650.000000
996		-690.000000
997		-700.000000
998		-705.000000
999		-720.000000
1000		-730.000000
1001		-740.000000
1002		-750.000000
1003		-740.000000
1004		-735.000000
1005		-745.000000
1006		-780.000000
1007		-760.000000
1008		-785.000000
1009		-770.000000
1010		-795.000000
1011		-775.000000
1012		-805.000000
1013		-800.000000
1014		-795.000000
1015		-820.000000
1016		-820.000000
1017		-825.000000
1018		-810.000000
1019		-830.000000
1020		-840.000000
1021		-820.000000
1022		-845.000000
1023		-860.000000
1024		-855.000000
1025		-860.000000
1026		-865.000000
1027		-875.000000
1028		-870.000000
1029		-870.000000
1030		-875.000000
1031		-870.000000
1032		-860.000000
1033		-865.000000
1034		-880.000000
1035		-860.000000
1036		-900.000000
1037		-885.000000
1038		-890.000000
1039		-905.000000
1040		-875.000000
1041		-890.000000
1042		-885.000000
1043		-890.000000
1044		-900.000000
1045		-885.000000
1046		-875.000000
1047		-885.000000
1048		-875.000000
1049		-870.000000
1050		-880.000000
1051		-870.000000
1052		-870.000000
1053		-870.000000
1054		-855.000000
1055		-860.000000
1056		-870.000000
1057		-860.000000
1058		-860.000000
1059		-850.000000
1060		-820.000000
1061		-835.000000
1062		-820.000000
1063		-830.000000
1064		-825.000000
1065		-815.000000
1066		-815.000000
1067		-795.000000
1068		-805.000000
1069		-800.000000
1070		-795.000000
1071		-800.000000
1072		-775.000000
1073		-775.000000
1074		-775.000000
1075		-770.000000
1076		-770.000000
1077		-770.000000
1078		-740.000000
1079		-735.000000
1080		-715.000000
1081		-720.000000
1082		-715.000000
1083		-715.000000
1084		-680.000000
1085		-700.000000
1086		-695.000000
1087		-695.000000
1088		-685.000000
1089		-675.000000
1090		-665.000000
1091		-645.000000
1092		-645.000000
1093		-630.000000
1094		-640.000000
1095		-650.000000
1096		-605.000000
1097		-620.000000
1098		-595.000000
1099		-605.000000
1100		-585.000000
1101		-590.000000
1102		-580.000000
1103		-565.000000
1104		-580.000000
1105		-565.000000
1106		-570.000000
1107		-565.000000
1108		-540.000000
1109		-535.000000
1110		-535.000000
1111		-510.000000
1112		-515.000000
1113		-520.000000
1114		-515.000000
1115		-500.000000
1116		-525.000000
1117		-485.000000
1118		-485.000000
1119		-495.000000
1120		-485.000000
1121		-475.000000
1122		-470.000000
1123		-480.000000
1124		-475.000000
1125		-465.000000
1126		-455.000000
1127		-455.000000
1128		-465.000000
1129		-455.000000
1130		-445.000000
1131		-460.000000
1132		-435.000000
1133		-450.000000
1134		-440.000000
1135		-450.000000
1136		-460.000000
1137		-445.000000
1138		-450.000000
1139		-455.000000
1140		-435.000000
1141		-445.000000
1142		-445.000000
1143		-450.000000
1144		-435.000000
1145		-450.000000
1146		-440.000000
1147		-445.000000
1148		-450.000000
1149		-450.000000
1150		-450.000000
1151		-455.000000
1152		-445.000000
1153		-450.000000
1154		-440.000000
1155		-440.000000
1156		-460.000000
1157		-445.000000
1158		-440.000000
1159		-445.000000
1160		-445.000000
1161		-445.000000
1162		-445.000000
1163		-445.000000
1164		-440.000000
1165		-460.000000
1166		-465.000000
1167		-475.000000
1168		-445.000000
1169		-480.000000
1170		-465.000000
1171		-475.000000
1172		-460.000000
1173		-475.000000
1174		-485.000000
1175		-490.000000
1176		-495.000000
1177		-490.000000
1178		-495.000000
1179		-525.000000
1180		-510.000000
1181		-520.000000
1182		-510.000000
1183		-510.000000
1184		-525.000000
1185		-530.000000
1186		-540.000000
1187		-560.000000
1188		-545.000000
1189		-555.000000
1190		-560.000000
1191		-560.000000
1192		-565.000000
1193		-580.000000
1194		-590.000000
1195		-580.000000
1196		-605.000000
1197		-600.000000
1198		-610.000000
1199		-630.000000
1200		-625.000000
1201		-635.000000
1202		-625.000000
1203		-655.000000
1204		-655.000000
1205		-670.000000
1206		-680.000000
1207		-660.000000
1208		-680.000000
1209		-685.000000
1210		-705.000000
1211		-715.000000
1212		-715.000000
1213		-700.000000
1214		-715.000000
1215		-730.000000
1216		-745.000000
1217		-750.000000
1218		-760.000000
1219		-760.000000
1220		-780.000000
1221		-755.000000
1222		-780.000000
1223		-790.000000
1224		-790.000000
1225		-810.000000
1226		-795.000000
1227		-805.000000
1228		-810.000000
1229		-825.000000
1230		-820.000000
1231		-830.000000
1232		-840.000000
1233		-850.000000
1234		-845.000000
1235		-840.000000
1236		-865.000000
1237		-850.000000
1238		-850.000000
1239		-870.000000
1240		-885.000000
1241		-870.000000
1242		-875.000000
1243		-875.000000
1244		-885.000000
1245		-860.000000
1246		-870.000000
1247		-880.000000
1248		-880.000000
1249		-890.000000
1250		-900.000000
1251		-895.000000
1252		-890.000000
1253		-880.000000
1254		-880.000000
1255		-895.000000
1256		-900.000000
1257		-880.000000
1258		-890.000000
1259		-880.000000
1260		-890.000000
1261		-865.000000
1262		-870.000000
1263		-875.000000
1264		-860.000000
1265		-875.000000
1266		-860.000000
1267		-855.000000
1268		-860.000000
1269		-860.000000
1270		-840.000000
1271		-850.000000
1272		-835.000000
1273		-850.000000
1274		-820.000000
1275		-825.000000
1276		-825.000000
1277		-820.000000
1278		-810.000000
1279		-815.000000
1280		-810.000000
1281		-795.000000
1282		-805.000000
1283		-795.000000
1284		-785.000000
1285		-775.000000
1286		-785.000000
1287		-780.000000
1288		-765.000000
1289		-755.000000
1290		-745.000000
1291		-740.000000
1292		-745.000000
1293		-725.000000
1294		-715.000000
1295		-715.000000
1296		-705.000000
1297		-695.000000
1298		-695.000000
1299		-690.000000
1300		-675.000000
1301		-665.000000
1302		-650.000000
1303		-665.000000
1304		-645.000000
1305		-620.000000
1306		-630.000000
1307		-625.000000
1308		-625.000000
1309		-610.000000
1310		-600.000000
1311		-595.000000
1312		-585.000000
1313		-570.000000
1314		-590.000000
1315		-560.000000
1316		-545.000000
1317		-545.000000
1318		-540.000000
1319		-540.000000
1320		-550.000000
1321		-530.000000
1322		-505.000000
1323		-505.000000
1324		-505.000000
1325		-500.000000
1326		-485.000000
1327		-465.000000
1328		-490.000000
1329		-485.000000
1330		-465.000000
1331		-455.000000
1332		-465.000000
1333		-440.000000
1334		-440.000000
1335		-440.000000
1336		-445.000000
1337		-430.000000
1338		-425.000000
1339		-435.000000
1340		-440.000000
1341		-425.000000
1342		-405.000000
1343		-420.000000
1344		-420.000000
1345		-380.000000
1346		-400.000000
1347		-410.000000
1348		-400.000000
1349		-415.000000
1350		-395.000000
1351		-395.000000
1352		-395.000000
1353		-380.000000
1354		-405.000000
1355		-400.000000
1356		-390.000000
1357		-395.000000
1358		-420.000000
1359		-405.000000
1360		-385.000000
1361		-395.000000
1362		-395.000000
1363		-390.000000
1364		-430.000000
1365		-415.000000
1366		-440.000000
1367		-415.000000
1368		-430.000000
1369		-420.000000
1370		-430.000000
1371		-435.000000
1372		-435.000000
1373		-440.000000
1374		-450.000000
1375		-445.000000
1376		-460.000000
1377		-465.000000
1378		-475.000000
1379		-470.000000
1380		-465.000000
1381		-480.000000
1382		-480.000000
1383		-500.000000
1384		-505.000000
1385		-520.000000
1386		-520.000000
1387		-545.000000
1388		-540.000000
1389		-540.000000
1390		-565.000000
1391		-560.000000
1392		-570.000000
1393		-575.000000
1394		-575.000000
1395		-580.000000
1396		-595.000000
1397		-605.000000
1398		-610.000000
1399		-625.000000
1400		-645.000000
1401		-645.000000
1402		-650.000000
1403		-660.000000
1404		-665.000000
1405		-670.000000
1406		-685.000000
1407		-695.000000
1408		-700.000000
1409		-720.000000
1410		-705.000000
1411		-740.000000
1412		-730.000000
1413		-750.000000
1414		-745.000000
1415		-750.000000
1416		-770.000000
1417		-770.000000
1418		-770.000000
1419		-775.000000
1420		-785.000000
1421		-810.000000
1422		-815.000000
1423		-810.000000
1424		-815.000000
1425		-810.000000
1426		-815.000000
1427		-825.000000
1428		-840.000000
1429		-850.000000
1430		-860.000000
1431		-845.000000
1432		-855.000000
1433		-860.000000
1434		-865.000000
1435		-875.000000
1436		-875.000000
1437		-865.000000
1438		-880.000000
1439		-885.000000
1440		-860.000000
1441		-890.000000
1442		-900.000000
1443		-920.000000
1444		-910.000000
1445		-905.000000
1446		-910.000000
1447		-920.000000
1448		-930.000000
1449		-910.000000
1450		-920.000000
1451		-945.000000
1452		-910.000000
1453		-925.000000
1454		-925.000000
1455		-910.000000
1456		-915.000000
1457		-920.000000
1458		-930.000000
1459		-915.000000
1460		-930.000000
1461		-910.000000
1462		-915.000000
1463		-910.000000
1464		-910.000000
1465		-900.000000
1466		-900.000000
1467		-895.000000
1468		-905.000000
1469		-890.000000
1470		-880.000000
1471		-875.000000
1472		-890.000000
1473		-875.000000
1474		-865.000000
1475		-855.000000
1476		-860.000000
1477		-850.000000
1478		-840.000000
1479		-850.000000
1480		-840.000000
1481		-820.000000
1482		-835.000000
1483		-800.000000
1484		-805.000000
1485		-795.000000
1486		-785.000000
1487		-775.000000
1488		-775.000000
1489		-775.000000
1490		-750.000000
1491		-755.000000
1492		-730.000000
1493		-740.000000
1494		-730.000000
1495		-720.000000
1496		-705.000000
1497		-710.000000
1498		-700.000000
1499		-680.000000
1500		-695.000000
1501		-665.000000
1502		-665.000000
1503		-645.000000
1504		-625.000000
1505		-625.000000
1506		-610.000000
1507		-590.000000
1508		-610.000000
1509		-585.000000
1510		-585.000000
1511		-565.000000
1512		-570.000000
1513		-560.000000
1514		-540.000000
1515		-530.000000
1516		-540.000000
1517		-515.000000
1518		-515.000000
1519		-490.000000
1520		-485.000000
1521		-490.000000
1522		-490.000000
1523		-460.000000
1524		-470.000000
1525		-470.000000
1526		-455.000000
1527		-440.000000
1528		-440.000000
1529		-435.000000
1530		-420.000000
1531		-410.000000
1532		-415.000000
1533		-405.000000
1534		-395.000000
1535		-385.000000
1536		-385.000000
1537		-385.000000
1538		-385.000000
1539		-380.000000
1540		-375.000000
1541		-395.000000
1542		-370.000000
1543		-370.000000
1544		-350.000000
1545		-350.000000
1546		-350.000000
1547		-360.000000
1548		-355.000000
1549		-360.000000
1550		-360.000000
1551		-340.000000
1552		-335.000000
1553		-350.000000
1554		-350.000000
1555		-345.000000
1556		-350.000000
1557		-340.000000
1558		-345.000000
1559		-330.000000
1560		-350.000000
1561		-355.000000
1562		-340.000000
1563		-365.000000
1564		-355.000000
1565		-370.000000
1566		-375.000000
1567		-370.000000
1568		-375.000000
1569		-390.000000
1570		-375.000000
1571		-405.000000
1572		-390.000000
1573		-405.000000
1574		-415.000000
1575		-410.000000
1576		-435.000000
1577		-410.000000
1578		-440.000000
1579		-435.000000
1580		-445.000000
1581		-450.000000
1582		-460.000000
1583		-485.000000
1584		-475.000000
1585		-490.000000
1586		-500.000000
1587		-505.000000
1588		-520.000000
1589		-535.000000
1590		-525.000000
1591		-540.000000
1592		-555.000000
1593		-570.000000
1594		-575.000000
1595		-575.000000
1596		-595.000000
1597		-595.000000
1598		-610.000000
1599		-620.000000
1600		-640.000000
1601		-635.000000
1602		-665.000000
1603		-660.000000
