Channel              :,CH1
Frequency            :,  ?
Period               :,  ?
PK-PK                :,2.692V
Average              :,19.02mV
Vertical pos         :,0.000000mV
Probe attenuation    :,1X
Voltage per ADC value:,1.250000mV
Time interval        :,100.00000uS

index,CH1_Voltage(mV)
836,66.250000
837,62.500000
838,60.000000
839,55.000000
840,51.250000
841,55.000000
842,47.500000
843,47.500000
844,41.250000
845,42.500000
846,42.500000
847,40.000000
848,33.750000
849,37.500000
850,36.250000
851,28.750000
852,32.500000
853,22.500000
854,20.000000
855,25.000000
856,16.250000
857,16.250000
858,8.750000
859,6.250000
860,11.250000
861,5.000000
862,-2.500000
863,7.500000
864,3.750000
865,-2.500000
866,-5.000000
867,1.250000
868,-7.500000
869,-7.500000
870,-12.500000
871,-21.250000
872,-22.500000
873,-20.000000
874,-27.500000
875,-37.500000
876,-36.250000
877,-42.500000
878,-47.500000
879,-51.250000
880,-52.500000
881,-53.750000
882,-57.500000
883,-58.750000
884,-57.500000
885,-62.500000
886,-63.750000
887,-60.000000
888,-71.250000
889,-65.000000
890,-67.500000
891,-71.250000
892,-70.000000
893,-71.250000
894,-68.750000
895,-67.500000
896,-67.500000
897,-68.750000
898,-67.500000
899,-62.500000
900,-58.750000
901,-57.500000
902,-51.250000
903,-56.250000
904,-55.000000
905,-42.500000
906,-51.250000
907,-38.750000
908,-42.500000
909,-45.000000
910,-40.000000
911,-37.500000
912,-37.500000
913,-40.000000
914,-38.750000
915,-42.500000
916,-33.750000
917,-30.000000
918,-27.500000
919,-23.750000
920,-31.250000
921,-28.750000
922,-16.250000
923,-16.250000
924,-21.250000
925,-8.750000
926,-11.250000
927,2.500000
928,0.000000
929,10.000000
930,2.500000
931,10.000000
932,13.750000
933,13.750000
934,17.500000
935,11.250000
936,15.000000
937,18.750000
938,22.500000
939,27.500000
940,22.500000
941,28.750000
942,32.500000
943,32.500000
944,40.000000
945,38.750000
946,42.500000
947,46.250000
948,45.000000
949,51.250000
950,51.250000
951,57.500000
952,52.500000
953,51.250000
954,62.500000
955,58.750000
956,63.750000
957,76.250000
958,70.000000
959,66.250000
960,68.750000
961,71.250000
962,77.500000
963,73.750000
964,75.000000
965,77.500000
966,68.750000
967,72.500000
968,75.000000
969,80.000000
970,86.250000
971,93.750000
972,101.250000
973,107.500000
974,108.750000
975,116.250000
976,112.500000
977,120.000000
978,113.750000
979,133.750000
980,133.750000
981,126.250000
982,130.000000
983,138.750000
984,140.000000
985,143.750000
986,137.500000
987,146.250000
988,146.250000
989,145.000000
990,146.250000
991,143.750000
992,138.750000
993,148.750000
994,138.750000
995,143.750000
996,146.250000
997,142.500000
998,133.750000
999,142.500000
1000,135.000000
1001,138.750000
1002,128.750000
1003,130.000000
1004,123.750000
1005,132.500000
1006,120.000000
1007,122.500000
1008,121.250000
1009,115.000000
1010,113.750000
1011,116.250000
1012,110.000000
1013,111.250000
1014,118.750000
1015,101.250000
1016,108.750000
1017,106.250000
1018,102.500000
1019,95.000000
1020,93.750000
1021,90.000000
1022,92.500000
1023,87.500000
1024,80.000000
1025,87.500000
1026,77.500000
1027,78.750000
1028,73.750000
1029,68.750000
1030,67.500000
1031,63.750000
1032,62.500000
1033,57.500000
1034,68.750000
1035,52.500000
1036,57.500000
1037,60.000000
1038,50.000000
1039,51.250000
1040,47.500000
1041,47.500000
1042,46.250000
1043,35.000000
1044,33.750000
1045,33.750000
1046,32.500000
1047,32.500000
1048,23.750000
1049,25.000000
1050,23.750000
1051,27.500000
1052,17.500000
1053,15.000000
1054,18.750000
1055,12.500000
1056,6.250000
1057,12.500000
1058,7.500000
1059,3.750000
1060,1.250000
1061,2.500000
1062,6.250000
1063,2.500000
1064,0.000000
1065,-7.500000
1066,-2.500000
1067,-1.250000
1068,-10.000000
1069,-12.500000
1070,-17.500000
1071,-18.750000
1072,-26.250000
1073,-31.250000
1074,-41.250000
1075,-35.000000
1076,-51.250000
1077,-53.750000
1078,-55.000000
1079,-57.500000
1080,-65.000000
1081,-66.250000
1082,-60.000000
1083,-67.500000
1084,-75.000000
1085,-73.750000
1086,-70.000000
1087,-70.000000
1088,-77.500000
1089,-80.000000
1090,-81.250000
1091,-83.750000
1092,-83.750000
1093,-72.500000
1094,-75.000000
1095,-81.250000
1096,-78.750000
1097,-71.250000
1098,-67.500000
1099,-70.000000
1100,-63.750000
1101,-67.500000
1102,-70.000000
1103,-68.750000
1104,-65.000000
1105,-65.000000
1106,-63.750000
1107,-58.750000
1108,-57.500000
1109,-62.500000
1110,-52.500000
1111,-52.500000
1112,-47.500000
1113,-56.250000
1114,-51.250000
1115,-45.000000
1116,-45.000000
1117,-43.750000
1118,-46.250000
1119,-46.250000
1120,-37.500000
1121,-35.000000
1122,-32.500000
1123,-25.000000
1124,-26.250000
1125,-28.750000
1126,-20.000000
1127,-16.250000
1128,-13.750000
1129,-11.250000
1130,-6.250000
1131,-2.500000
1132,-1.250000
1133,1.250000
1134,-2.500000
1135,2.500000
1136,6.250000
1137,3.750000
1138,8.750000
1139,12.500000
1140,18.750000
1141,17.500000
1142,30.000000
1143,26.250000
1144,25.000000
1145,28.750000
1146,36.250000
1147,36.250000
1148,33.750000
1149,31.250000
1150,36.250000
1151,42.500000
1152,41.250000
1153,43.750000
1154,43.750000
1155,50.000000
1156,50.000000
1157,60.000000
1158,61.250000
1159,56.250000
1160,65.000000
1161,68.750000
1162,63.750000
1163,68.750000
1164,76.250000
1165,73.750000
1166,71.250000
1167,78.750000
1168,77.500000
1169,82.500000
1170,76.250000
1171,92.500000
1172,86.250000
1173,97.500000
1174,96.250000
1175,107.500000
1176,112.500000
1177,111.250000
1178,120.000000
1179,118.750000
1180,118.750000
1181,120.000000
1182,118.750000
1183,127.500000
1184,127.500000
1185,133.750000
1186,133.750000
1187,132.500000
1188,131.250000
1189,140.000000
1190,137.500000
1191,141.250000
1192,131.250000
1193,135.000000
1194,133.750000
1195,137.500000
1196,137.500000
1197,132.500000
1198,128.750000
1199,126.250000
1200,115.000000
1201,123.750000
1202,123.750000
1203,122.500000
1204,125.000000
1205,118.750000
1206,111.250000
1207,116.250000
1208,105.000000
1209,107.500000
1210,107.500000
1211,95.000000
1212,103.750000
1213,101.250000
1214,105.000000
1215,100.000000
1216,90.000000
1217,87.500000
1218,85.000000
1219,82.500000
1220,85.000000
1221,83.750000
1222,78.750000
1223,77.500000
1224,80.000000
1225,73.750000
1226,78.750000
1227,66.250000
1228,62.500000
1229,63.750000
1230,62.500000
1231,51.250000
1232,45.000000
1233,40.000000
1234,41.250000
1235,48.750000
1236,42.500000
1237,41.250000
1238,40.000000
1239,36.250000
1240,41.250000
1241,35.000000
1242,38.750000
1243,31.250000
1244,25.000000
1245,25.000000
1246,22.500000
1247,23.750000
1248,21.250000
1249,11.250000
1250,23.750000
1251,20.000000
1252,15.000000
1253,13.750000
1254,16.250000
1255,7.500000
1256,2.500000
1257,3.750000
1258,8.750000
1259,5.000000
1260,0.000000
1261,-5.000000
1262,-6.250000
1263,-8.750000
1264,-10.000000
1265,-13.750000
1266,-13.750000
1267,-10.000000
1268,-12.500000
1269,-22.500000
1270,-31.250000
1271,-32.500000
1272,-36.250000
1273,-40.000000
1274,-48.750000
1275,-53.750000
1276,-52.500000
1277,-52.500000
1278,-56.250000
1279,-56.250000
1280,-68.750000
1281,-65.000000
1282,-70.000000
1283,-71.250000
1284,-71.250000
1285,-75.000000
1286,-77.500000
1287,-78.750000
1288,-80.000000
1289,-78.750000
1290,-78.750000
1291,-73.750000
1292,-77.500000
1293,-76.250000
1294,-76.250000
1295,-70.000000
1296,-71.250000
1297,-70.000000
1298,-62.500000
1299,-53.750000
1300,-60.000000
1301,-61.250000
1302,-56.250000
1303,-56.250000
1304,-52.500000
1305,-51.250000
1306,-48.750000
1307,-37.500000
1308,-41.250000
1309,-37.500000
1310,-36.250000
1311,-30.000000
1312,-31.250000
1313,-35.000000
1314,-35.000000
1315,-27.500000
1316,-25.000000
1317,-32.500000
1318,-25.000000
1319,-22.500000
1320,-17.500000
1321,-17.500000
1322,-12.500000
1323,-3.750000
1324,-2.500000
1325,-5.000000
1326,5.000000
1327,7.500000
1328,10.000000
1329,2.500000
1330,2.500000
1331,15.000000
1332,11.250000
1333,5.000000
1334,16.250000
1335,18.750000
1336,16.250000
1337,21.250000
1338,26.250000
1339,28.750000
1340,33.750000
1341,35.000000
1342,41.250000
1343,37.500000
1344,40.000000
1345,48.750000
1346,41.250000
1347,42.500000
1348,47.500000
1349,45.000000
1350,47.500000
1351,55.000000
1352,58.750000
1353,57.500000
1354,62.500000
1355,67.500000
1356,60.000000
1357,61.250000
1358,67.500000
1359,66.250000
1360,70.000000
1361,70.000000
1362,70.000000
1363,73.750000
1364,71.250000
1365,72.500000
1366,77.500000
1367,71.250000
1368,83.750000
1369,85.000000
1370,91.250000
1371,96.250000
1372,96.250000
1373,100.000000
1374,107.500000
1375,115.000000
1376,115.000000
1377,117.500000
1378,120.000000
1379,118.750000
1380,120.000000
1381,131.250000
1382,126.250000
1383,136.250000
1384,128.750000
1385,132.500000
1386,135.000000
1387,135.000000
1388,133.750000
1389,138.750000
1390,135.000000
1391,146.250000
1392,131.250000
1393,140.000000
1394,135.000000
1395,136.250000
1396,130.000000
1397,132.500000
1398,128.750000
1399,126.250000
1400,132.500000
1401,126.250000
1402,123.750000
1403,126.250000
1404,120.000000
1405,120.000000
1406,126.250000
1407,111.250000
1408,111.250000
1409,106.250000
1410,98.750000
1411,103.750000
1412,100.000000
1413,107.500000
1414,100.000000
1415,88.750000
1416,98.750000
1417,96.250000
1418,96.250000
1419,93.750000
1420,91.250000
1421,85.000000
1422,78.750000
1423,75.000000
1424,80.000000
1425,75.000000
1426,77.500000
1427,68.750000
1428,67.500000
1429,61.250000
1430,60.000000
1431,55.000000
1432,60.000000
1433,57.500000
1434,61.250000
1435,55.000000
1436,55.000000
1437,50.000000
1438,45.000000
1439,41.250000
1440,41.250000
1441,35.000000
1442,31.250000
1443,27.500000
1444,21.250000
1445,23.750000
1446,28.750000
1447,22.500000
1448,26.250000
1449,17.500000
1450,16.250000
1451,16.250000
1452,18.750000
1453,11.250000
1454,7.500000
1455,12.500000
1456,3.750000
1457,-1.250000
1458,-2.500000
1459,-1.250000
1460,-2.500000
1461,-6.250000
1462,-10.000000
1463,-5.000000
1464,-8.750000
1465,-12.500000
1466,-8.750000
1467,-15.000000
1468,-21.250000
1469,-28.750000
1470,-27.500000
1471,-33.750000
1472,-40.000000
1473,-43.750000
1474,-42.500000
1475,-52.500000
1476,-52.500000
1477,-56.250000
1478,-57.500000
1479,-66.250000
1480,-62.500000
1481,-65.000000
1482,-66.250000
1483,-70.000000
1484,-68.750000
1485,-72.500000
1486,-73.750000
1487,-73.750000
1488,-83.750000
1489,-73.750000
1490,-82.500000
1491,-78.750000
1492,-78.750000
1493,-68.750000
1494,-67.500000
1495,-77.500000
1496,-68.750000
1497,-66.250000
1498,-70.000000
1499,-63.750000
1500,-60.000000
1501,-63.750000
1502,-63.750000
1503,-46.250000
1504,-60.000000
1505,-53.750000
1506,-55.000000
1507,-53.750000
1508,-48.750000
1509,-47.500000
1510,-42.500000
1511,-55.000000
1512,-46.250000
1513,-46.250000
1514,-36.250000
1515,-42.500000
1516,-33.750000
1517,-31.250000
1518,-36.250000
1519,-30.000000
1520,-27.500000
1521,-27.500000
1522,-20.000000
1523,-16.250000
1524,-7.500000
1525,-6.250000
1526,-5.000000
1527,-7.500000
1528,-1.250000
1529,0.000000
1530,3.750000
1531,3.750000
1532,6.250000
1533,12.500000
1534,16.250000
1535,10.000000
1536,10.000000
1537,22.500000
1538,22.500000
1539,21.250000
1540,32.500000
1541,30.000000
1542,36.250000
1543,36.250000
1544,38.750000
1545,38.750000
1546,45.000000
1547,43.750000
1548,38.750000
1549,43.750000
1550,46.250000
1551,52.500000
1552,57.500000
1553,55.000000
1554,60.000000
1555,66.250000
1556,62.500000
1557,62.500000
1558,65.000000
1559,67.500000
1560,70.000000
1561,72.500000
1562,75.000000
1563,72.500000
1564,76.250000
1565,77.500000
1566,80.000000
1567,78.750000
1568,82.500000
1569,91.250000
1570,93.750000
1571,101.250000
1572,107.500000
1573,107.500000
1574,113.750000
1575,115.000000
1576,123.750000
1577,123.750000
1578,123.750000
1579,122.500000
1580,125.000000
1581,127.500000
1582,127.500000
1583,133.750000
1584,137.500000
1585,143.750000
1586,136.250000
1587,141.250000
1588,143.750000
1589,138.750000
1590,140.000000
1591,141.250000
1592,141.250000
1593,135.000000
1594,132.500000
1595,127.500000
1596,127.500000
1597,123.750000
1598,117.500000
1599,121.250000
1600,116.250000
1601,118.750000
1602,115.000000
1603,113.750000
1604,113.750000
1605,111.250000
1606,108.750000
1607,103.750000
1608,103.750000
1609,98.750000
1610,103.750000
1611,93.750000
1612,91.250000
1613,95.000000
1614,92.500000
1615,80.000000
1616,87.500000
1617,81.250000
1618,87.500000
1619,82.500000
1620,83.750000
1621,72.500000
1622,80.000000
1623,76.250000
1624,66.250000
1625,60.000000
1626,57.500000
1627,53.750000
1628,57.500000
1629,55.000000
1630,47.500000
1631,48.750000
1632,40.000000
1633,41.250000
1634,42.500000
1635,41.250000
1636,37.500000
1637,36.250000
1638,35.000000
1639,33.750000
1640,28.750000
1641,23.750000
1642,25.000000
1643,17.500000
1644,17.500000
1645,17.500000
1646,21.250000
1647,13.750000
1648,11.250000
1649,11.250000
1650,-1.250000
1651,3.750000
1652,0.000000
1653,-1.250000
1654,-1.250000
1655,-3.750000
1656,-11.250000
1657,-12.500000
1658,-3.750000
1659,-17.500000
1660,-15.000000
1661,-20.000000
1662,-22.500000
1663,-21.250000
1664,-25.000000
1665,-22.500000
1666,-28.750000
1667,-30.000000
1668,-25.000000
1669,-36.250000
1670,-43.750000
1671,-47.500000
1672,-60.000000
1673,-57.500000
1674,-56.250000
1675,-67.500000
1676,-67.500000
1677,-73.750000
1678,-71.250000
1679,-72.500000
1680,-72.500000
1681,-67.500000
1682,-76.250000
1683,-78.750000
1684,-92.500000
1685,-82.500000
1686,-81.250000
1687,-82.500000
1688,-87.500000
1689,-85.000000
1690,-92.500000
1691,-83.750000
1692,-78.750000
1693,-77.500000
1694,-76.250000
1695,-70.000000
1696,-76.250000
1697,-71.250000
1698,-76.250000
1699,-71.250000
1700,-80.000000
1701,-72.500000
1702,-70.000000
1703,-72.500000
1704,-67.500000
1705,-57.500000
1706,-61.250000
1707,-65.000000
1708,-63.750000
1709,-58.750000
1710,-53.750000
1711,-55.000000
1712,-52.500000
1713,-61.250000
1714,-47.500000
1715,-43.750000
1716,-48.750000
1717,-48.750000
1718,-41.250000
1719,-45.000000
1720,-37.500000
1721,-32.500000
1722,-32.500000
1723,-23.750000
1724,-25.000000
1725,-8.750000
1726,-17.500000
1727,-7.500000
1728,-13.750000
1729,-11.250000
1730,5.000000
1731,1.250000
1732,6.250000
1733,6.250000
1734,12.500000
1735,6.250000
1736,11.250000
1737,11.250000
1738,12.500000
1739,21.250000
1740,25.000000
1741,23.750000
1742,33.750000
1743,32.500000
1744,27.500000
1745,28.750000
1746,31.250000
1747,38.750000
1748,37.500000
1749,35.000000
